,Dataset Name,Number of samples,Original Number of features,Filtering Algorithm,Learning Algorithm,Number of features selected (K),CV Method,Fold,Measure Type,Measure Value,List of Selected Features Names,Selected Features scores,Feature Selection time,Fit time,Inference time per record
0,Leukemia_4c,72,7129,bSSA,NB,100,Leave One Out,72,ACC,0.7222222222222222,"M97856_at,M96982_at,M98343_at,M96944_at,M98528_at,M96803_at,M96789_at,M96759_rna1_at,M96740_at,M96739_at,M96684_at,M96326_rna1_at,M95929_at,M95925_at,M95809_at,M98045_at,M95767_at,M98447_rna1_at,M95712_at,M98539_at,M98776_rna1_at,M98833_at,M99063_at,M99487_at,M99564_at,M99701_at,S34389_at,S39329_at,S42303_at,S42457_at,S43646_at,S45630_at,S46622_at,S48983_at,S50223_at,S53911_at,S55606_at,S57235_at,S57887_at,S58544_at,S58733_at,S59049_at,S59184_at,M95787_at,S61953_at,M95724_at,M90696_at,M95678_at,M95627_at,M95623_cds1_at,M95610_at,M95549_at,M95178_at,M95167_at,M94893_at,M94856_at,M94633_at,M94630_at,M94556_at,M94547_at,M94362_at,M94345_at,M94250_at,M94167_at,M94151_at,M94077_at,M94065_at,M93718_at,M93650_at,M93426_at,M93425_at,M93415_at,M93405_at,M93284_at,M93283_at,M93221_at,M93119_at,M93107_at,M93056_at,M93036_at,M92934_at,M92449_at,M92439_at,M92432_at,M92424_at,M92357_at,M92303_at,M92287_at,M91670_at,M91592_at,M91585_at,M91467_at,M91438_at,M91432_at,M91196_at,M91083_at,M91036_rna1_at,M91029_cds2_at,M90820_at,Z78285_f_at","48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264",2.7984061241149902,0.002169575956132677,0.00043463375833299424
0,Leukemia_4c,72,7129,bSSA,NB,100,Leave One Out,72,MCC,0.5241283588494399,"M97856_at,M96982_at,M98343_at,M96944_at,M98528_at,M96803_at,M96789_at,M96759_rna1_at,M96740_at,M96739_at,M96684_at,M96326_rna1_at,M95929_at,M95925_at,M95809_at,M98045_at,M95767_at,M98447_rna1_at,M95712_at,M98539_at,M98776_rna1_at,M98833_at,M99063_at,M99487_at,M99564_at,M99701_at,S34389_at,S39329_at,S42303_at,S42457_at,S43646_at,S45630_at,S46622_at,S48983_at,S50223_at,S53911_at,S55606_at,S57235_at,S57887_at,S58544_at,S58733_at,S59049_at,S59184_at,M95787_at,S61953_at,M95724_at,M90696_at,M95678_at,M95627_at,M95623_cds1_at,M95610_at,M95549_at,M95178_at,M95167_at,M94893_at,M94856_at,M94633_at,M94630_at,M94556_at,M94547_at,M94362_at,M94345_at,M94250_at,M94167_at,M94151_at,M94077_at,M94065_at,M93718_at,M93650_at,M93426_at,M93425_at,M93415_at,M93405_at,M93284_at,M93283_at,M93221_at,M93119_at,M93107_at,M93056_at,M93036_at,M92934_at,M92449_at,M92439_at,M92432_at,M92424_at,M92357_at,M92303_at,M92287_at,M91670_at,M91592_at,M91585_at,M91467_at,M91438_at,M91432_at,M91196_at,M91083_at,M91036_rna1_at,M91029_cds2_at,M90820_at,Z78285_f_at","48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264",2.7984061241149902,0.002169575956132677,0.00043463375833299424
0,Leukemia_4c,72,7129,bSSA,NB,100,Leave One Out,72,PR-AUC,0.7100501823848413,"M97856_at,M96982_at,M98343_at,M96944_at,M98528_at,M96803_at,M96789_at,M96759_rna1_at,M96740_at,M96739_at,M96684_at,M96326_rna1_at,M95929_at,M95925_at,M95809_at,M98045_at,M95767_at,M98447_rna1_at,M95712_at,M98539_at,M98776_rna1_at,M98833_at,M99063_at,M99487_at,M99564_at,M99701_at,S34389_at,S39329_at,S42303_at,S42457_at,S43646_at,S45630_at,S46622_at,S48983_at,S50223_at,S53911_at,S55606_at,S57235_at,S57887_at,S58544_at,S58733_at,S59049_at,S59184_at,M95787_at,S61953_at,M95724_at,M90696_at,M95678_at,M95627_at,M95623_cds1_at,M95610_at,M95549_at,M95178_at,M95167_at,M94893_at,M94856_at,M94633_at,M94630_at,M94556_at,M94547_at,M94362_at,M94345_at,M94250_at,M94167_at,M94151_at,M94077_at,M94065_at,M93718_at,M93650_at,M93426_at,M93425_at,M93415_at,M93405_at,M93284_at,M93283_at,M93221_at,M93119_at,M93107_at,M93056_at,M93036_at,M92934_at,M92449_at,M92439_at,M92432_at,M92424_at,M92357_at,M92303_at,M92287_at,M91670_at,M91592_at,M91585_at,M91467_at,M91438_at,M91432_at,M91196_at,M91083_at,M91036_rna1_at,M91029_cds2_at,M90820_at,Z78285_f_at","48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264",2.7984061241149902,0.002169575956132677,0.00043463375833299424
0,Leukemia_4c,72,7129,bSSA,NB,100,Leave One Out,72,AUC,0.8832840031724191,"M97856_at,M96982_at,M98343_at,M96944_at,M98528_at,M96803_at,M96789_at,M96759_rna1_at,M96740_at,M96739_at,M96684_at,M96326_rna1_at,M95929_at,M95925_at,M95809_at,M98045_at,M95767_at,M98447_rna1_at,M95712_at,M98539_at,M98776_rna1_at,M98833_at,M99063_at,M99487_at,M99564_at,M99701_at,S34389_at,S39329_at,S42303_at,S42457_at,S43646_at,S45630_at,S46622_at,S48983_at,S50223_at,S53911_at,S55606_at,S57235_at,S57887_at,S58544_at,S58733_at,S59049_at,S59184_at,M95787_at,S61953_at,M95724_at,M90696_at,M95678_at,M95627_at,M95623_cds1_at,M95610_at,M95549_at,M95178_at,M95167_at,M94893_at,M94856_at,M94633_at,M94630_at,M94556_at,M94547_at,M94362_at,M94345_at,M94250_at,M94167_at,M94151_at,M94077_at,M94065_at,M93718_at,M93650_at,M93426_at,M93425_at,M93415_at,M93405_at,M93284_at,M93283_at,M93221_at,M93119_at,M93107_at,M93056_at,M93036_at,M92934_at,M92449_at,M92439_at,M92432_at,M92424_at,M92357_at,M92303_at,M92287_at,M91670_at,M91592_at,M91585_at,M91467_at,M91438_at,M91432_at,M91196_at,M91083_at,M91036_rna1_at,M91029_cds2_at,M90820_at,Z78285_f_at","48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264",2.7984061241149902,0.002169575956132677,0.00043463375833299424
0,Leukemia_4c,72,7129,bSSA,SVM,100,Leave One Out,72,ACC,0.875,"M97856_at,M96982_at,M98343_at,M96944_at,M98528_at,M96803_at,M96789_at,M96759_rna1_at,M96740_at,M96739_at,M96684_at,M96326_rna1_at,M95929_at,M95925_at,M95809_at,M98045_at,M95767_at,M98447_rna1_at,M95712_at,M98539_at,M98776_rna1_at,M98833_at,M99063_at,M99487_at,M99564_at,M99701_at,S34389_at,S39329_at,S42303_at,S42457_at,S43646_at,S45630_at,S46622_at,S48983_at,S50223_at,S53911_at,S55606_at,S57235_at,S57887_at,S58544_at,S58733_at,S59049_at,S59184_at,M95787_at,S61953_at,M95724_at,M90696_at,M95678_at,M95627_at,M95623_cds1_at,M95610_at,M95549_at,M95178_at,M95167_at,M94893_at,M94856_at,M94633_at,M94630_at,M94556_at,M94547_at,M94362_at,M94345_at,M94250_at,M94167_at,M94151_at,M94077_at,M94065_at,M93718_at,M93650_at,M93426_at,M93425_at,M93415_at,M93405_at,M93284_at,M93283_at,M93221_at,M93119_at,M93107_at,M93056_at,M93036_at,M92934_at,M92449_at,M92439_at,M92432_at,M92424_at,M92357_at,M92303_at,M92287_at,M91670_at,M91592_at,M91585_at,M91467_at,M91438_at,M91432_at,M91196_at,M91083_at,M91036_rna1_at,M91029_cds2_at,M90820_at,Z78285_f_at","48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264",2.7984061241149902,0.005860030651092529,0.00021702051162719727
0,Leukemia_4c,72,7129,bSSA,SVM,100,Leave One Out,72,MCC,0.7962033684496356,"M97856_at,M96982_at,M98343_at,M96944_at,M98528_at,M96803_at,M96789_at,M96759_rna1_at,M96740_at,M96739_at,M96684_at,M96326_rna1_at,M95929_at,M95925_at,M95809_at,M98045_at,M95767_at,M98447_rna1_at,M95712_at,M98539_at,M98776_rna1_at,M98833_at,M99063_at,M99487_at,M99564_at,M99701_at,S34389_at,S39329_at,S42303_at,S42457_at,S43646_at,S45630_at,S46622_at,S48983_at,S50223_at,S53911_at,S55606_at,S57235_at,S57887_at,S58544_at,S58733_at,S59049_at,S59184_at,M95787_at,S61953_at,M95724_at,M90696_at,M95678_at,M95627_at,M95623_cds1_at,M95610_at,M95549_at,M95178_at,M95167_at,M94893_at,M94856_at,M94633_at,M94630_at,M94556_at,M94547_at,M94362_at,M94345_at,M94250_at,M94167_at,M94151_at,M94077_at,M94065_at,M93718_at,M93650_at,M93426_at,M93425_at,M93415_at,M93405_at,M93284_at,M93283_at,M93221_at,M93119_at,M93107_at,M93056_at,M93036_at,M92934_at,M92449_at,M92439_at,M92432_at,M92424_at,M92357_at,M92303_at,M92287_at,M91670_at,M91592_at,M91585_at,M91467_at,M91438_at,M91432_at,M91196_at,M91083_at,M91036_rna1_at,M91029_cds2_at,M90820_at,Z78285_f_at","48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264",2.7984061241149902,0.005860030651092529,0.00021702051162719727
0,Leukemia_4c,72,7129,bSSA,SVM,100,Leave One Out,72,PR-AUC,0.7153462137907873,"M97856_at,M96982_at,M98343_at,M96944_at,M98528_at,M96803_at,M96789_at,M96759_rna1_at,M96740_at,M96739_at,M96684_at,M96326_rna1_at,M95929_at,M95925_at,M95809_at,M98045_at,M95767_at,M98447_rna1_at,M95712_at,M98539_at,M98776_rna1_at,M98833_at,M99063_at,M99487_at,M99564_at,M99701_at,S34389_at,S39329_at,S42303_at,S42457_at,S43646_at,S45630_at,S46622_at,S48983_at,S50223_at,S53911_at,S55606_at,S57235_at,S57887_at,S58544_at,S58733_at,S59049_at,S59184_at,M95787_at,S61953_at,M95724_at,M90696_at,M95678_at,M95627_at,M95623_cds1_at,M95610_at,M95549_at,M95178_at,M95167_at,M94893_at,M94856_at,M94633_at,M94630_at,M94556_at,M94547_at,M94362_at,M94345_at,M94250_at,M94167_at,M94151_at,M94077_at,M94065_at,M93718_at,M93650_at,M93426_at,M93425_at,M93415_at,M93405_at,M93284_at,M93283_at,M93221_at,M93119_at,M93107_at,M93056_at,M93036_at,M92934_at,M92449_at,M92439_at,M92432_at,M92424_at,M92357_at,M92303_at,M92287_at,M91670_at,M91592_at,M91585_at,M91467_at,M91438_at,M91432_at,M91196_at,M91083_at,M91036_rna1_at,M91029_cds2_at,M90820_at,Z78285_f_at","48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264",2.7984061241149902,0.005860030651092529,0.00021702051162719727
0,Leukemia_4c,72,7129,bSSA,SVM,100,Leave One Out,72,AUC,0.8688490015889396,"M97856_at,M96982_at,M98343_at,M96944_at,M98528_at,M96803_at,M96789_at,M96759_rna1_at,M96740_at,M96739_at,M96684_at,M96326_rna1_at,M95929_at,M95925_at,M95809_at,M98045_at,M95767_at,M98447_rna1_at,M95712_at,M98539_at,M98776_rna1_at,M98833_at,M99063_at,M99487_at,M99564_at,M99701_at,S34389_at,S39329_at,S42303_at,S42457_at,S43646_at,S45630_at,S46622_at,S48983_at,S50223_at,S53911_at,S55606_at,S57235_at,S57887_at,S58544_at,S58733_at,S59049_at,S59184_at,M95787_at,S61953_at,M95724_at,M90696_at,M95678_at,M95627_at,M95623_cds1_at,M95610_at,M95549_at,M95178_at,M95167_at,M94893_at,M94856_at,M94633_at,M94630_at,M94556_at,M94547_at,M94362_at,M94345_at,M94250_at,M94167_at,M94151_at,M94077_at,M94065_at,M93718_at,M93650_at,M93426_at,M93425_at,M93415_at,M93405_at,M93284_at,M93283_at,M93221_at,M93119_at,M93107_at,M93056_at,M93036_at,M92934_at,M92449_at,M92439_at,M92432_at,M92424_at,M92357_at,M92303_at,M92287_at,M91670_at,M91592_at,M91585_at,M91467_at,M91438_at,M91432_at,M91196_at,M91083_at,M91036_rna1_at,M91029_cds2_at,M90820_at,Z78285_f_at","48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264",2.7984061241149902,0.005860030651092529,0.00021702051162719727
0,Leukemia_4c,72,7129,bSSA,LogisticsRegression,100,Leave One Out,72,ACC,0.8333333333333334,"M97856_at,M96982_at,M98343_at,M96944_at,M98528_at,M96803_at,M96789_at,M96759_rna1_at,M96740_at,M96739_at,M96684_at,M96326_rna1_at,M95929_at,M95925_at,M95809_at,M98045_at,M95767_at,M98447_rna1_at,M95712_at,M98539_at,M98776_rna1_at,M98833_at,M99063_at,M99487_at,M99564_at,M99701_at,S34389_at,S39329_at,S42303_at,S42457_at,S43646_at,S45630_at,S46622_at,S48983_at,S50223_at,S53911_at,S55606_at,S57235_at,S57887_at,S58544_at,S58733_at,S59049_at,S59184_at,M95787_at,S61953_at,M95724_at,M90696_at,M95678_at,M95627_at,M95623_cds1_at,M95610_at,M95549_at,M95178_at,M95167_at,M94893_at,M94856_at,M94633_at,M94630_at,M94556_at,M94547_at,M94362_at,M94345_at,M94250_at,M94167_at,M94151_at,M94077_at,M94065_at,M93718_at,M93650_at,M93426_at,M93425_at,M93415_at,M93405_at,M93284_at,M93283_at,M93221_at,M93119_at,M93107_at,M93056_at,M93036_at,M92934_at,M92449_at,M92439_at,M92432_at,M92424_at,M92357_at,M92303_at,M92287_at,M91670_at,M91592_at,M91585_at,M91467_at,M91438_at,M91432_at,M91196_at,M91083_at,M91036_rna1_at,M91029_cds2_at,M90820_at,Z78285_f_at","48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264,48.154994455568264",2.7984061241149902,0.01801123883989122,0.00021758344438340928
